Summit Medical Clinic;SL061705;2503749800;;;Y;English,French,Afrikaans;1380;Summit;Drive;Kamloops;V2C 1T8;50.663712;-120.348874;Provides walk-in clinic services and non-emergency health care, no appointment necessary. Saturday, Sunday and statutory holiday hours also available with the exceptions of Christmas Day and New Year's Day.;Mon - Fri, 9 a.m. - 6 p.m. Sat, Sun, statutory holidays 9 a.m. - 2 p.m. Closed Christmas Day and New Year's Day. Please note that hours are subject to physician availability and patient volume and may stop accepting prior to closing.
Sicamous Medical Clinic;SL062003;2508362817;;sicamousmedicalclinic@cablelan.net;Y;English;217;Finlayson;Street;Sicamous;V0E 2V0;50.836895;-118.98931;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Services available year round.;Mon - Fri, 9 a.m. - 4:30 p.m. Last appointment offered at 4:15 p.m. Please note that hours are subject to physician availability and patient volume.
Airport Way Medical Clinic;SL061517;2507747838;;airportwaymedicalclinic@gmail.com;N;English;5216;Airport;Drive;Fort Nelson;V0C 1R0;58.80795;-122.69551;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 2 p.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Salmon Arm Medical Clinic;SL061695;;;;N;English;581;Hudson;Avenue;Salmon Arm;V1E 4N8;50.703316;-119.278208;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday hours also available.;Mon - Fri, 9 a.m. - 8 p.m. Sat, 9 a.m. - 2 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Tillicum Mall Medical Clinic;SL061531;2503818112;;;Y;English;3170;Tillicum;Road;Victoria;V9A 7C5;48.453374;-123.39404;Provides non-emergency health care services on a walk-in basis. Evening hours offered Sunday - Saturday. Saturday, Sunday and statutory holiday hours also available.;Sun - Sat,  9 a.m. - 9 p.m. Closed Christmas and New Years. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
St Anthony's Medical Centre;SL061557;2504786242;;;N;English;582;Goldstream;Avenue;Victoria;V9B 2W7;48.446762;-123.487199;Provides non-emergency health care services on a walk-in basis. Evening hours offered Mon - Fri. Saturday, Sunday and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 7:45 Sat, 9 a.m. - 6:45 p.m. Sun, statutory holidays,10 a.m. - 5:45 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.
Gartree Medical Clinic;SL061613;2505459112;;;Y;English;4400;32nd;Street;Vernon;V1T 9H2;50.277483;-119.275414;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 6 p.m. Sat, Sun, 9 a.m. - 1:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Glenvalley Medical Centre;SL061627;2508605811;;glenvalleymedicalcentre@gmail.com;N;English;437;Glenmore;Road;Kelowna;V1V 1Y5;49.913808;-119.447316;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.;Mon - Thu, 8:30 a.m. - 7 p.m. Fri, 8:30 a.m. - 5 p.m. Sat, 9 a.m. - 5 p.m. Sun, statutory holidays, 10 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume.
Lakeland Medical Clinic;SL061651;7784780277;;;Y;English;1715;Ellis;Street;Kelowna;V1Y 8M9;49.88278;-119.493478;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.;Mon - Thu, 8:30 a.m. - 7 p.m., Fri,  8:30 a.m. - 2 p.m., Sat, 10 a.m. - 3 p.m. statutory holiday, 10 a.m. - 2 p.m. Please note that hours are subject to physician availability and patient volume.
Lakeshore Medical Centre;SL061655;2507648878;;;N;English;3970;Lakeshore;Road;Kelowna;V1W 1V5;49.840904;-119.48849;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday clinic hours offered.;Mon - Fri, 9 a.m. - 6 p.m. Sat - Sun, 10 a.m. - 5 p.m. Please note that hours are subject to physician availability and volume.
Kootenay Lake Medical Clinic;SL061647;2503524666;www.nelsonwalkin.com;jrdale@netidea.com;N;English;1140;Lakeside;Drive;Nelson;V1L 5Z3;49.498677;-117.291323;Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 6 p.m. Sat, 9:30 a.m. - 5 p.m. Sun, 11 a.m. - 3 p.m. Statutory holidays, 11 a.m. - 5 p.m. Please note that hours are subject to physician availablility, recommend calling ahead to confirm.
Fairfield Medical Treatment Centre;SL061763;2505923496;;;Y;English;1105;Pandora;Avenue;Victoria;V8V 3P9;48.426737;-123.352828;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 9 a.m. - noon 2 p.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.
Avecina Medical Clinic;SL061951;6045391744;;;Y;English;5581;204th;Street;Langley;V3A 1Z4;49.104198;-122.656498;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 9 a.m. - 5 p.m. Closed stats. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Bakerview Medical Clinic Ltd.;SL061953;6048539853;;;N;English;33324;South Fraser;Way;Abbotsford;V2S 2B4;49.049861;-122.301058;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Weekend and statutory holiday hours also available.;Mon - Fri, 5:30 p.m. - 9 p.m. Sat, Sun and Holidays, 9 a.m. - 9 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Kensington Walk-In Clinic and Paediatric Medical Clinic;SL061757;6042999769;http://www.kensingtonmedicalclinic.com;;N;English;6548;Hastings;Street;Burnaby;V5B 1S2;49.280337;-122.968475;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week. Statutory holiday hours also available. Includes a family practice.;Mon - Sun, 8 a.m. - 9 p.m. Statutory holidays, 9 a.m. - 8 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Boundary Park Medical Centre;SL061957;6045916300;;;N;English;6350;120;Street;Surrey;V3X 3K1;49.118235;-122.890172;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 5 p.m. Sat - Sun, 9 a.m. - 2 p.m. Closed on Statutory Holidays. Closing time depends on patient flow and physician availability, please call to confirm.
Brentwood Medical Clinic Inc;SL061963;6042948540;http://www.brentwoodwalk-inclinic.com/index.html;brntwd99@gmail.com;Y;;4567;Lougheed;Highway;Burnaby;V5C 3Z6;49.266485;-123.00166;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Saturday. Weekend hours also available.;Mon - Fri, 8 a.m. - 8 p.m. Sat, 9 a.m. - 8 p.m. Sun, 9 a.m. - 3 p.m. Patients are advised to arrive 2 hours before closing hours may vary, call the clinic to confirm.
Jubilee Medical Clinic and Treatment Centre;SL065361;2505923441;http://jubileemedicalclinic.com/;;Y;English;1902;Richmond;Road;Victoria;V8R 4Y2;48.429647;-123.330171;Provides general medical services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.;Mon - Thu, 9 a.m. - 8 p.m. Fri, 9 a.m. - 5 p.m. Sat, statutory holidays, 9 a.m. - 1 p.m.
Cedar Care Clinic Ltd.;SL061971;6048207676;;;N;English;32423;Lougheed;Highway;Mission;V2V 7B8;49.133045;-122.327389;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Weekend and statutory holiday hours also available.;Mon - Thu, 7 a.m. - 9 p.m. Fri, 8 a.m. - 6 p.m. Sat, Sun and Holidays, 8 a.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Please call the office to confirm.
Cook and Quadra Medical Clinic;SL061817;2503866161;;cookquadra@telus.net;Y;English;3461;Cook;Street;Saanich;V8X 1B3;48.454832;-123.357844;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday.;Mon - Thu, 8:30 a.m. - 11:30 a.m., and 4 p.m. - 7:30 p.m. Fri, 12:30 p.m. - 4:30 p.m. Closed weekends and holidays. Please note that hours are subject to physician availability and patient volume. May close earlier than scheduled.
Aquarius Medical Clinic;SL061387;6046697772;http://www.aquariusmedical.ca/;;Y;English;179;Davie;Street;Vancouver;V6Z 2Y1;49.273776;-123.120741;Offers walk-in service, family practice, maternity care and women's health clinics. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours are also available.;Mon - Thu, 9 a.m. - 9 p.m. Fri, 9 a.m. - 6 p.m. Sat - Sun, 10 a.m. - 4 p.m. Closed Statutory Holidays
Clover Care Medical Clinic Ltd;SL061993;6045747883;http://www.clovercaremedical.com;clovercare@telus.net;N;English;17770;56th;Avenue;Surrey;V3S 1C7;49.104124;-122.730256;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.;Mon - Fri, 8 a.m. - 9 p.m. Sat, 9 a.m - 7 p.m. Sun and Holidays, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Chinatown Centre Medical Clinic Ltd.;SL062143;6046053382;;;Y;English;288;East Georgia;Street;Vancouver;V6A 4H8;49.2785;-123.097498;Provides non-emergency health care services on a walk-in basis, no appointment is necessary.;Mon, Thu, 9 a.m. - 4 p.m. Tue, Fri, 9 a.m. - 3 p.m. Wed, 9 a.m. - 3 p.m. Sat, 10 a.m. - 2 p.m.
Cottonwood Medical Clinic;SL062011;6044769705;;;Y;;12005;238th;Street;Maple Ridge;V4R 1W1;49.22069;-122.561484;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week.;Mon - Sun, 9 a.m. - 8 p.m. Closing time depends on patient flow and physician availability, please call to confirm.
Clearbrook Medcare Company;SL062017;6048536667;;;N;English;32442;George Ferguson;Way;Abbotsford;V2T 4Y4;49.055069;-122.32576;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Saturday and Sunday hours also available.;Mon - Thu, 8 a.m. - 9 p.m. Fri, 8 a.m. - 5 p.m. Sat, 9 a.m. - 1 p.m. Sun, 10 a.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing
Delta Medical Clinic;SL062019;;;;Y;;4977;Trenant;Street;Delta;V4K 2K5;49.09232;-123.085306;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Thu, 9 a.m. - 8 p.m. Fri, 9 a.m. - 6 p.m. Sat, 9 a.m. - 3 p.m. Sun, Statutory Holidays, 11 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients.
Doctors' Satellite Medical Clinic Ltd;SL062031;6047934566;;;Y;;45762;Patten;Avenue;Chilliwack;V2P 1S1;49.168644;-121.958142;Provides non-emergency health care services on a walk-in basis. After hours health care is available. Evening clinic hours may be offered Monday - Friday. Saturday and Sunday hours also available. Please call to confirm hours for the week.;Clinic hours vary from day to day. Please call for the clinic hours.
Lougheed Medical Clinic Ltd.;SL061855;6044212555;;;N;English;9855;Austin;Road;Burnaby;V3J 1N4;49.25118;-122.89547;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 8 p.m. Sat, 9 a.m. - 5 p.m. Sun, 10 a.m. - 5 p.m. Closed on Statutory Holidays Clinic may close early due to physician shortage, please call to confirm closing time.
Eagle Ridge Medical Clinic;SL062039;6049450032;;;Y;English,Urdu,Punjabi,Hindi;1173;The High;Street;Coquitlam;V3B 0B1;49.28314;-122.796051;Provides non-emergency health care services on a walk-in basis. Weekend hours are also available. Includes a family medical practice.;Mon - Fri, 9 a.m - 4 p.m. Sat, Sun, 9 a.m. - noon. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Quinsam Medical Group;SL077303;7784183888;;;N;English,Afrikaans,German,French;801;Hilchey;Road;Campbell River;V9W 0A2;49.973673;-125.245769;Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 10 a.m. - 6 p.m. Sat, Sun and statutory holidays, 10 a.m. - 2 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Quinsam Medical Group;SL061847;2502860601;;;Y;English,Afrikaans,German,French;1400;Dogwood;Street;Campbell River;V9W 3A6;50.029134;-125.249462;Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available.;Walk-In Hours: Mon - Fri, 10 a.m. - 2:30 p.m. Booked Appointments: Mon - Fri, 8:30 a.m. - 5 p.m.
Fraser Highway Medical Clinic Ltd.;SL062049;6048561717;;;Y;English;27109;Fraser;Highway;Langley;V4W 3R2;49.058206;-122.474845;Provides non-emergency health care services on a walk-in basis.;Subject to change. Please call to confirm.
Washington Park Medical Clinic;SL061857;2503349241;http://www.walkinmedicalclinic.com/;wpmc.mgr@shaw.ca;N;English;757;Ryan;Road;Courtenay;V9N 3R6;49.698026;-124.988837;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.;Mon - Thu, 8 a.m. - 9 p.m. Fri, 8 a.m. - 6 p.m. Sat, 9 a.m. - 6 p.m. Sun and holidays, 9 a.m. - 5 p.m. Closed Christmas Day. Please note that hours are subject to physician availability and patient volume. Clinic may close early.
Gladwin Medical Clinic;SL062053;6048515677;;;N;English;2955;Gladwin;Road;Abbotsford;V2T 5T4;49.055803;-122.316098;Provides non-emergency health care services on a walk-in basis. Saturday clinic hours offered.;Mon - Fri, 9 a.m. - 5 p.m. Sat, 9 a.m. - noon. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Glover Medical Centre;SL062055;6045303233;http://www.glovermedical.com/;info@glovermedical.com;N;English;5796;Glover;Road;Langley;V3A 4H9;49.108106;-122.65072;Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory hours also be available.;Mon - Fri, 8 a.m. - 5 p.m. Sat, Sun, Statutory Holidays, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability Closed Christmas Day and New Years Day.
Grove Medical Centre Inc.;SL062059;6048821250;;;N;English;21183;88th;Avenue;Langley;V1M 2G5;49.162361;-122.633882;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday hours also available.;Mon - Fri, 8 a.m. - 8 p.m. Sat, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Guildford Town Centre Medical Clinic;SL062061;6045888764;;guildfordmedicalclinic@telus.net;N;;15170;104th;Avenue;Surrey;V3R 7B7;49.191435;-122.801701;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Wednesday - Friday. Weekend hours are also available.;Mon, Tue, Sat, 9 a.m. - 6 p.m. Wed - Fri, 9 a.m. - 9 p.m. Sun, 10 a.m. - 6 p.m. Please call to confirm as hours are subject to physicians' availability.
Heights Medical Centre;SL062067;6042984491;;;N;English;4446;Hastings;Street;Burnaby;V5C 2K2;49.280804;-123.004605;Provides non-emergency health care services on a walk-in basis. Saturday clinic hours offered.;Mon - Fri, 9 a.m. to 6 p.m. Sat, 9 a.m. to 3 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Highgate Medical Clinic;SL062075;6047779101;;;Y;English;7188;Kingsway;;Burnaby;V5E 1G3;49.218204;-122.955384;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday and Tuesday. Saturday hours are also available.;Mon - Tue, 10 a.m. - 8 p.m. Wed, 10 a.m. - 4:30 p.m. Thu, 10 a.m. - 4:30 p.m. Fri - Sat, 10 a.m. - 6 p.m. Closed Sunday and holidays. Please note that closing hours may vary depending on patient volume.
Wellpoint Health Kitsilano;SL062127;6047309769;http://www.wellpointhealth.ca/;;Y;English;2025;Broadway;Street;Vancouver;V6J 1Z6;49.263854;-123.151159;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Thursday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Thu, 9 a.m. - 9 p.m. Fri, 9 a.m. - 5 p.m. Sat, Sun, Statutory Holidays, 10 a.m. - 6 p.m. Closing hours may vary due to patient flow and physician availability, please call to confirm.
Pacific Medical Clinic;SL072942;6048745555;;;N;;2032;Kingsway;;Vancouver;V5N 2T3;49.244943;-123.064712;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday and Sunday. Saturday hours also available.;Mon - Fri 9 a.m. - 3 p.m. Sat and Sun 10 a.m. - 2 p.m. Hours vary due to physician availability, please call to confirm.
Pacific Medical Clinic;SL072941;6044342222;;;N;;3185;Grandview;Highway;Vancouver;V5M 2E9;49.258207;-123.036662;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday and Sunday. Saturday hours also available.;Mon - Fri 9 a.m. - 3 p.m. Sat and Sun 10 a.m. - 2 p.m. Hours vary due to physician availability, please call to confirm.
Pacific Medical Clinic;SL062131;6043019955;;;Y;English,Hindi,Punjabi,Mandarin,Cantonese,Bengali;6176;Fraser;Street;Vancouver;V5W 3A1;49.2286;-123.090632;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday and Sunday. Saturday hours also available.;Mon - Fri 9 a.m. - 3 p.m. Sat and Sun 10 a.m. - 2 p.m. Hours vary due to physician availability, please call to confirm.
Pitt Meadows Walk-In Clinic Ltd;SL061899;6044654911;;;N;English;19150;Lougheed;Highway;Pitt Meadows;V3Y 2H6;49.231619;-122.690953;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week.;Mon - Sun, 9 a.m. - 9 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
QE Park Medical Clinic;SL062135;6048744060;http://www.qeparkmedicalclinic.ca;;Y;English,Cantonese;4060;Cambie;Street;Vancouver;V5Z 2X8;49.249511;-123.115332;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 7 p.m.  Sat, Sun, Statutory Holidays, 10 a.m. - 4 p.m. Closing hours may vary due to patient flow and physician availability, please call to confirm.
Old Orchard Medical Clinic;SL061911;6044316585;http://www.burnabymedicalclinic.com/index.php;info@oldorchardmedical.ca;Y;English;4429;Kingsway;;Burnaby;V5H 2A1;49.231407;-123.005129;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Saturday. Sunday hours are also available.;Mon - Fri, 9 a.m. - 9 p.m. Sat, 9 a.m. - 8 p.m. Sun, 10 a.m. - 6 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Meadowfair Medical Clinic;SL061933;6048649082;;;N;English;31940;South Fraser;;Abbotsford;V2T 1V6;49.048977;-122.339066;Provides non-emergency health care services on a walk-in basis.;Please call for walk-in clinic hours.
Town Plaza Medical Clinic;SL061935;6049057089;;;Y;English;4314;Main;Street;Whistler;V0N 1B4;50.117232;-122.955944;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Saturday and Sunday clinic hours offered.;Mon - Sat, 9 a.m. - 5:30 p.m. Sun, 10 a.m. - 4 p.m.
Ridge Meadows Care Clinic Inc.;SL061945;6044665767;;;Y;English;22932;Lougheed;Highway;Maple Ridge;V2X 2W2;49.212942;-122.586928;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday.;Mon - Sun, 9 a.m. - 9 p.m. Closed on Christmas Day. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Ridge Meadows Care Clinic Inc.;SL061959;6044659188;;;Y;;19800;Lougheed;Highway;Pitt Meadows;V3Y 2W1;49.224039;-122.67235;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday.;Mon - Sun, 9 a.m. - 9 p.m. Closed on Christmas Day. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Medical Arts Centre;SL061983;2507533431;http://medicalartscentre.com;medicalartscentre@shaw.ca;Y;English;650;Terminal;Avenue;Nanaimo;V9R 5E2;49.163972;-123.934996;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 9 p.m. Sat - Sun, 10:30 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Willoughby Medical Clinic;SL061985;6045148800;http://www.willoughbymedical.ca;;Y;English,Afrikaans;20202;66;Avenue;Langley;V2Y 1P3;49.122595;-122.662595;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Thu, 9 a.m. - 9 p.m. Fri, 9 a.m. - 7 p.m. Sat, Sun, and Statutory Holidays, 10 a.m. - 6 p.m. Please call to confirm clinic hours as it may vary according to physicians' availability.
Aberdeen Health Centre;SL062107;6042330068;;;N;English;4151;Hazelbridge;Way;Richmond;V6X 4J7;49.183708;-123.13327;Walk-in clinic services. Non-emergency health care, no appointment necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 7 p.m. Sat, Sun, statutory holidays, 10 a.m. - 6 p.m.
Blundell Centre Medical Clinic;SL062111;6042418911;;;Y;English;8180;No. 2;Road;Richmond;V7C 5K1;49.154552;-123.158086;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 10 a.m. - 9 p.m. Sat, Sun, Statutory Holidays, 10 a.m. - 5 p.m. Clinic hours may vary due to patient volume and physicians' availability, please phone to confirm.
Cook Road Medical Clinic;SL062119;6042791942;;;Y;English;8171;Cook;Road;Richmond;V6Y 3T8;49.166544;-123.134308;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Saturday and Sunday clinic hours offered.;Mon - Fri, 9 a.m. - 5 p.m. Please call for weekend hours.
Ironwood Medical Clinic;SL062125;6044489595;http://www.mydoctor.ca/patient/pws/viewPhysicianPublicWebSite.do?url=drsinghal&webSiteLanguage=en;;Y;English;11666;Steveston;Highway;Richmond;V7A 5J3;49.133312;-123.094082;Provides full family practice complex primary care services. Walk-in clinic services and booked appointments offered.. Saturday clinic hours offered.;Mon - Fri,  9 a.m. - 5 p.m. Sat, 9 a.m. - 3 p.m.  Closed Statutory Holidays.
MCI Medical Clinics Inc.;SL062129;6042769550;http://www.mcithedoctorsoffice.com/doctors/clinics.cfm?location=BC;;Y;English;8311;Lansdowne;Road;Richmond;V6X 3A4;49.173975;-123.132903;Provides non-emergency health care services on a walk-in basis, no appointment is necessary.  Evening clinic hours offered Monday - Friday.;Mon, 9 a.m. - 9 p.m. Tue, Wed, Thu, 9 a.m. - 2 p.m. Fri, 9 a.m. - 9 p.m. Sat, Sun, 10 a.m. - 5 p.m.
Parker Place Medical Clinic Inc.;SL062133;6042739899;;;Y;English,Cantonese,Mandarin;4380;No. 3;Road;Richmond;V6X 3V7;49.181851;-123.136564;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 8 p.m. Sat, Sun, Statutory Holidays, 10 a.m. - 6 p.m.  Closed Christmas Day and New Year's Day, Chinese New Year Day.
Seafair Medical Centre;SL062141;6042755155;;;Y;English;8671;No. 1;Road;Richmond;V7C 1V2;49.149742;-123.181303;Provides non-emergency health care services on a walk-in basis, no appointment is necessary.;Mon, 9 a.m. - 9 p.m. Tue, 9 a.m. - 6 p.m. Wed, 10 a.m. - 9 p.m. Thu, 9 a.m. - 3 p.m. Fri, 10 a.m. - 6 p.m., Sat, Sun, 9 a.m. - 3. p.m. Clinic hours may vary due to physicians' availability, please call to confirm clinic schedule.
Terra Nova Health Services Ltd;SL062099;6042789527;;;Y;English;3675;Westminster;Highway;Richmond;V7C 5V2;49.169985;-123.182519;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered seven days a week.;Mon - Sun, 9 a.m. - 9 p.m Clinic hours may vary due to physicians' availability, please call to confirm clinic schedule.
Westminster Medical Clinic;SL062149;6042706004;;;Y;English;7031;Westminster;Highway;Richmond;V6X 1A3;49.170178;-123.147326;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered on Monday. Saturday hours also available, call to confirm.;Mon, 9 a.m. - 8 p.m. Tue, 9 a.m. - 3 p.m. Wed, Thu, 9 a.m. - 12 noon Fri, 9 a.m. - 3 p.m.. Call to confirm Saturday hours.
Kwantlen Medical Clinic;SL062077;6045728161;;;N;English;12818;72nd;Avenue;Surrey;V3W 2M9;49.13365;-122.867417;Provides non-emergency health care services on a walk-in basis.. Saturday clinic hours also available.;Mon - Fri, 9 a.m. - 4 p.m. Sat, 9 a.m. - 1 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Metrohealth Clinic;SL062105;6044333341;http://www.metrohealthclinic.ca/;;Y;English,Mandarin,Cantonese,Vietnamese,Hindi;4879;Kingsway;;Burnaby;V5H 4T6;49.226886;-122.994703;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 5 p.m. - 8 p.m. Sat, Sun, 10 a.m. - 4 p.m. Hours are subject to change. Please call to confirm. Hours are subject to physician availability and patient volume. Clinics may stop accepting patients before the listed closing time.
Newport Medical Clinic;SL062121;6044610016;;;N;English;205;Newport;Drive;Port Moody;V3H 5C9;49.282469;-122.827313;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday hours also available.;Mon - Fri, 9 a.m. - 7 p.m. Sat, 9 a.m. - 3 p.m. Closed Sun, statutory holidays Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
North Vancouver Medical Clinic;SL072919;6049048804;;;N;;115;16th;Street;North Vancouver;V7M 1T3;49.323109;-123.072992;A family practice and walk in clinic that offers pap tests, prescriptions, vaccinations, allergy shots, preventive health and minor emergency care. Evening hours offered Monday - Thursday. Saturday and Sunday hours available.;Mon - Thu, 8 a.m. - 8 p.m. Fri, 8 a.m. - 5 p.m. Sat - Sun, 9 a.m. - 2 p.m.
Peace Arch Community Medical Clinic Ltd;SL062183;6045358496;;;Y;English;1545;Johnston;Road;White Rock;V4B 3Z6;49.030207;-122.801178;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.;Mon - Fri, 9 a.m. - 8 p.m. Sat, Sun and statutory holidays, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Lonsdale & 19th Medical Clinic;SL066828;6049873347;;;N;English;1940;Lonsdale;Avenue;North Vancouver;V7M 2K2;49.327193;-123.071945;Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.;Mon - Fri, 8 a.m. - 9 p.m. Sat, Sun, 9 a.m. - 9 p.m. Hours are subject to doctor availability. Please call ahead if visiting after 7 p.m.
